training set 809
validation set 203
-------------------------------------
{'lr': 0.0009605105020413945, 'batch_size': 8, 'weight_decay': 1.1923305553979827e-06, 'gamma': 0.00433118420135304}
train_acc: 0.4783683559950556, val_acc: 0.5073891625615764, train_loss: 1.2358071612486585, val_loss: 1.1824292238122724 (17 / 100)
train_acc: 0.46971569839307786, val_acc: 0.5024630541871922, train_loss: 1.225754331157293, val_loss: 1.1712763224329268 (18 / 100)
train_acc: 0.49938195302843014, val_acc: 0.42857142857142855, train_loss: 1.1857919507327275, val_loss: 1.2162915970304329 (19 / 100)
train_acc: 0.484548825710754, val_acc: 0.5024630541871922, train_loss: 1.2324461830855888, val_loss: 1.1310436543572713 (20 / 100)
train_acc: 0.5203955500618047, val_acc: 0.5221674876847291, train_loss: 1.1562782055957355, val_loss: 1.1453456074146215 (21 / 100)
train_acc: 0.5241038318912238, val_acc: 0.5024630541871922, train_loss: 1.1309735319670404, val_loss: 1.217001794594262 (22 / 100)
train_acc: 0.5352286773794809, val_acc: 0.49261083743842365, train_loss: 1.105895516604222, val_loss: 1.1501539552153037 (23 / 100)
train_acc: 0.5488257107540173, val_acc: 0.5123152709359606, train_loss: 1.0601023398754181, val_loss: 1.1120960060598815 (24 / 100)
train_acc: 0.5747836835599506, val_acc: 0.4975369458128079, train_loss: 0.9874418162002846, val_loss: 1.2499565984227974 (25 / 100)
train_acc: 0.5920889987639061, val_acc: 0.5320197044334976, train_loss: 0.9692528289092338, val_loss: 1.1197419471928638 (26 / 100)
train_acc: 0.6402966625463535, val_acc: 0.5369458128078818, train_loss: 0.9074448702214527, val_loss: 1.2420181094719271 (27 / 100)
train_acc: 0.6600741656365884, val_acc: 0.5467980295566502, train_loss: 0.8759222861715537, val_loss: 1.1032942827111982 (28 / 100)
train_acc: 0.6687268232385661, val_acc: 0.45320197044334976, train_loss: 0.800086731963753, val_loss: 1.469937592304399 (29 / 100)
train_acc: 0.6934487021013597, val_acc: 0.5517241379310345, train_loss: 0.790132066228039, val_loss: 1.276987349458516 (30 / 100)
train_acc: 0.7058096415327565, val_acc: 0.5714285714285714, train_loss: 0.7473612515387046, val_loss: 1.1136927055607875 (31 / 100)
train_acc: 0.7330037082818294, val_acc: 0.5763546798029556, train_loss: 0.7370121540923054, val_loss: 1.2088975944542533 (32 / 100)
train_acc: 0.7453646477132262, val_acc: 0.5714285714285714, train_loss: 0.6374611940018473, val_loss: 1.1418928750630082 (33 / 100)
train_acc: 0.7935723114956736, val_acc: 0.5566502463054187, train_loss: 0.5324884692876979, val_loss: 1.3563485218973583 (34 / 100)
overfit -> train_accuracy 0.8380716934487021, val_accuracy 0.5714285714285714
lr 0.0013817157823343665, batch 8, decay 1.698514373794663e-05, gamma 0.0019419152163696607, val accuracy 0.5763546798029556, val loss 1.2088975944542533 [2 / 50]
-------------------------------------
{'lr': 0.002162837005669799, 'batch_size': 8, 'weight_decay': 8.610650708706833e-06, 'gamma': 0.009945362963723885}
train_acc: 0.17552533992583436, val_acc: 0.18226600985221675, train_loss: 1.778599164541926, val_loss: 1.7499181484353954 (1 / 100)
train_acc: 0.23362175525339926, val_acc: 0.19704433497536947, train_loss: 1.750899739996317, val_loss: 1.7124772664948638 (2 / 100)
train_acc: 0.24474660074165636, val_acc: 0.33497536945812806, train_loss: 1.7289045920920165, val_loss: 1.6463088290444736 (3 / 100)
train_acc: 0.2954264524103832, val_acc: 0.4039408866995074, train_loss: 1.674826889603925, val_loss: 1.4935673915693912 (4 / 100)
train_acc: 0.32014833127317677, val_acc: 0.33004926108374383, train_loss: 1.5795201990012038, val_loss: 1.4825338683104867 (5 / 100)
train_acc: 0.33868974042027195, val_acc: 0.3645320197044335, train_loss: 1.5523371333981622, val_loss: 1.5082765700194636 (6 / 100)
train_acc: 0.3695920889987639, val_acc: 0.35467980295566504, train_loss: 1.4752792892114193, val_loss: 1.381637068804849 (7 / 100)
train_acc: 0.38813349814585907, val_acc: 0.3054187192118227, train_loss: 1.4431360053780347, val_loss: 1.503635989034117 (8 / 100)
train_acc: 0.37330037082818296, val_acc: 0.4088669950738916, train_loss: 1.4050886032755208, val_loss: 1.2745367491186546 (9 / 100)
train_acc: 0.4103831891223733, val_acc: 0.39408866995073893, train_loss: 1.3579347960291746, val_loss: 1.3468265674384357 (10 / 100)
train_acc: 0.41409147095179233, val_acc: 0.43842364532019706, train_loss: 1.331786031628716, val_loss: 1.2738967347027632 (11 / 100)
train_acc: 0.41285537700865266, val_acc: 0.3891625615763547, train_loss: 1.338402155155894, val_loss: 1.3134176857365762 (12 / 100)
train_acc: 0.44499381953028433, val_acc: 0.43842364532019706, train_loss: 1.2797964165915074, val_loss: 1.258602036631166 (13 / 100)
train_acc: 0.43016069221260816, val_acc: 0.46798029556650245, train_loss: 1.2851382707635906, val_loss: 1.228052625515191 (14 / 100)
train_acc: 0.45488257107540175, val_acc: 0.4876847290640394, train_loss: 1.2779807304717112, val_loss: 1.2079308391204608 (15 / 100)
train_acc: 0.47342398022249693, val_acc: 0.4482758620689655, train_loss: 1.2280055946119046, val_loss: 1.2345971573749785 (16 / 100)
train_acc: 0.4857849196538937, val_acc: 0.46798029556650245, train_loss: 1.2170675337240928, val_loss: 1.1570631048362243 (17 / 100)
train_acc: 0.48825710754017304, val_acc: 0.5320197044334976, train_loss: 1.1723508211531952, val_loss: 1.1157246557949798 (18 / 100)
train_acc: 0.5315203955500618, val_acc: 0.5172413793103449, train_loss: 1.0886207216307613, val_loss: 1.2271407067482107 (19 / 100)
train_acc: 0.5550061804697157, val_acc: 0.5024630541871922, train_loss: 1.0582644043511011, val_loss: 1.2864529394310684 (20 / 100)
train_acc: 0.5599505562422744, val_acc: 0.47783251231527096, train_loss: 1.0199660671361446, val_loss: 1.340315883382788 (21 / 100)
train_acc: 0.5822002472187886, val_acc: 0.46798029556650245, train_loss: 0.9884949417137835, val_loss: 1.215118344781434 (22 / 100)
train_acc: 0.6044499381953028, val_acc: 0.4827586206896552, train_loss: 0.9648060383107075, val_loss: 1.2459801039085012 (23 / 100)
train_acc: 0.6328800988875154, val_acc: 0.5024630541871922, train_loss: 0.9334317243880188, val_loss: 1.1446115453842238 (24 / 100)
train_acc: 0.6316440049443758, val_acc: 0.5615763546798029, train_loss: 0.8949682759708173, val_loss: 1.1985353472197584 (25 / 100)
train_acc: 0.6860321384425216, val_acc: 0.541871921182266, train_loss: 0.7720820072702188, val_loss: 1.383161436748035 (26 / 100)
train_acc: 0.6773794808405439, val_acc: 0.6157635467980296, train_loss: 0.8058929844161931, val_loss: 1.0175374276532327 (27 / 100)
train_acc: 0.7033374536464772, val_acc: 0.5960591133004927, train_loss: 0.7416868777151309, val_loss: 1.1717309655227097 (28 / 100)
train_acc: 0.7515451174289246, val_acc: 0.5812807881773399, train_loss: 0.6217221577176352, val_loss: 1.0732411874338912 (29 / 100)
train_acc: 0.7737948084054388, val_acc: 0.6502463054187192, train_loss: 0.5807704613146882, val_loss: 0.9713151466670294 (30 / 100)
train_acc: 0.7948084054388134, val_acc: 0.6157635467980296, train_loss: 0.5268103659374015, val_loss: 1.486501742172711 (31 / 100)
overfit -> train_accuracy 0.8318912237330037, val_accuracy 0.5665024630541872
lr 0.002162837005669799, batch 8, decay 8.610650708706833e-06, gamma 0.009945362963723885, val accuracy 0.6502463054187192, val loss 0.9713151466670294 [3 / 50]
-------------------------------------
{'lr': 0.00397383675065819, 'batch_size': 8, 'weight_decay': 8.752657758177125e-06, 'gamma': 0.00380237959809614}
train_acc: 0.18541409147095178, val_acc: 0.2413793103448276, train_loss: 1.7728960387344266, val_loss: 1.7582977511025415 (1 / 100)
train_acc: 0.2249690976514215, val_acc: 0.18226600985221675, train_loss: 1.753346635473084, val_loss: 1.6921392972833418 (2 / 100)
train_acc: 0.2126081582200247, val_acc: 0.35467980295566504, train_loss: 1.765896622713181, val_loss: 1.7349786294504927 (3 / 100)
train_acc: 0.2546353522867738, val_acc: 0.3694581280788177, train_loss: 1.6703990341264325, val_loss: 1.5409934068548268 (4 / 100)
train_acc: 0.311495673671199, val_acc: 0.35467980295566504, train_loss: 1.5460450737673803, val_loss: 1.4666089779637717 (5 / 100)
train_acc: 0.31025957972805934, val_acc: 0.3251231527093596, train_loss: 1.5820540886726897, val_loss: 1.4924095305315968 (6 / 100)
train_acc: 0.32138442521631644, val_acc: 0.35960591133004927, train_loss: 1.5192144279574287, val_loss: 1.7228469073478812 (7 / 100)
train_acc: 0.3621755253399258, val_acc: 0.3694581280788177, train_loss: 1.4628707637598253, val_loss: 1.4079956556188649 (8 / 100)
train_acc: 0.34981458590852904, val_acc: 0.3842364532019704, train_loss: 1.431523182041418, val_loss: 1.3290827315429161 (9 / 100)
train_acc: 0.38813349814585907, val_acc: 0.3251231527093596, train_loss: 1.3881949056653657, val_loss: 2.066059814885332 (10 / 100)
train_acc: 0.3683559950556242, val_acc: 0.3891625615763547, train_loss: 1.403730854263117, val_loss: 1.519066489095171 (11 / 100)
train_acc: 0.3868974042027194, val_acc: 0.4187192118226601, train_loss: 1.3627226712235119, val_loss: 1.4441266882008519 (12 / 100)
train_acc: 0.4103831891223733, val_acc: 0.4187192118226601, train_loss: 1.305231957854093, val_loss: 1.3392265353884016 (13 / 100)
train_acc: 0.4437577255871446, val_acc: 0.4876847290640394, train_loss: 1.2628397296179357, val_loss: 1.2725550312126799 (14 / 100)
train_acc: 0.4647713226205192, val_acc: 0.5123152709359606, train_loss: 1.2225133045052716, val_loss: 1.2481721839294058 (15 / 100)
train_acc: 0.4857849196538937, val_acc: 0.43349753694581283, train_loss: 1.2066399231829366, val_loss: 1.2606578959620058 (16 / 100)
train_acc: 0.48331273176761436, val_acc: 0.4975369458128079, train_loss: 1.1688187732390036, val_loss: 1.2970925052764968 (17 / 100)
train_acc: 0.4956736711990111, val_acc: 0.4187192118226601, train_loss: 1.194718748883647, val_loss: 1.4821533563689058 (18 / 100)
train_acc: 0.5129789864029666, val_acc: 0.4187192118226601, train_loss: 1.1508927893432315, val_loss: 1.323996145443376 (19 / 100)
train_acc: 0.5772558714462299, val_acc: 0.4827586206896552, train_loss: 1.0374732419793185, val_loss: 1.2037781813168174 (20 / 100)
train_acc: 0.5920889987639061, val_acc: 0.5221674876847291, train_loss: 0.9409440238631994, val_loss: 1.0776758528695318 (21 / 100)
train_acc: 0.6217552533992583, val_acc: 0.5517241379310345, train_loss: 0.8871218200372383, val_loss: 1.2481364005892148 (22 / 100)
train_acc: 0.65389369592089, val_acc: 0.5221674876847291, train_loss: 0.8589609856953285, val_loss: 1.2869883487230451 (23 / 100)
train_acc: 0.6650185414091471, val_acc: 0.5024630541871922, train_loss: 0.7855653989742359, val_loss: 1.2283797369801939 (24 / 100)
train_acc: 0.6749072929542645, val_acc: 0.5615763546798029, train_loss: 0.8456093644624293, val_loss: 1.248339953680931 (25 / 100)
train_acc: 0.754017305315204, val_acc: 0.5123152709359606, train_loss: 0.6612746577033006, val_loss: 1.4858179477048037 (26 / 100)
train_acc: 0.7095179233621756, val_acc: 0.5517241379310345, train_loss: 0.7467667296142012, val_loss: 1.4710016955295806 (27 / 100)
train_acc: 0.7639060568603214, val_acc: 0.5960591133004927, train_loss: 0.6264889707376695, val_loss: 1.2198903813150717 (28 / 100)
train_acc: 0.7972805933250927, val_acc: 0.5714285714285714, train_loss: 0.5673656087870651, val_loss: 1.3089380786923939 (29 / 100)
train_acc: 0.7849196538936959, val_acc: 0.5467980295566502, train_loss: 0.564706563949585, val_loss: 1.3411614313501443 (30 / 100)
train_acc: 0.8244746600741656, val_acc: 0.5960591133004927, train_loss: 0.46270517336276024, val_loss: 1.3349904056840343 (31 / 100)
overfit -> train_accuracy 0.7972805933250927, val_accuracy 0.5270935960591133
lr 0.00397383675065819, batch 8, decay 8.752657758177125e-06, gamma 0.00380237959809614, val accuracy 0.5960591133004927, val loss 1.2198903813150717 [4 / 50]
-------------------------------------
{'lr': 0.0009581247587444257, 'batch_size': 8, 'weight_decay': 4.2121734739193815e-05, 'gamma': 0.09029836928703246}
train_acc: 0.17552533992583436, val_acc: 0.18226600985221675, train_loss: 1.7816233680628433, val_loss: 1.763189015717342 (1 / 100)
train_acc: 0.18912237330037082, val_acc: 0.27586206896551724, train_loss: 1.763621202358062, val_loss: 1.7442332394604612 (2 / 100)
train_acc: 0.21631644004944375, val_acc: 0.19704433497536947, train_loss: 1.7494022218494392, val_loss: 1.7174247620728216 (3 / 100)
train_acc: 0.26823238566131025, val_acc: 0.26108374384236455, train_loss: 1.7162661926708056, val_loss: 1.6612656451211187 (4 / 100)
train_acc: 0.273176761433869, val_acc: 0.3054187192118227, train_loss: 1.6784494863305015, val_loss: 1.608897767043466 (5 / 100)
train_acc: 0.3176761433868974, val_acc: 0.2660098522167488, train_loss: 1.6165214458708415, val_loss: 1.781298714318299 (6 / 100)
train_acc: 0.34981458590852904, val_acc: 0.33004926108374383, train_loss: 1.5651655177987551, val_loss: 1.6529823201043266 (7 / 100)
train_acc: 0.3535228677379481, val_acc: 0.33497536945812806, train_loss: 1.524613542079336, val_loss: 1.5392848000737833 (8 / 100)
train_acc: 0.3658838071693449, val_acc: 0.37438423645320196, train_loss: 1.5148478193837132, val_loss: 1.3909470864704676 (9 / 100)
train_acc: 0.3683559950556242, val_acc: 0.3497536945812808, train_loss: 1.4466434367949648, val_loss: 1.3432026555385497 (10 / 100)
train_acc: 0.377008652657602, val_acc: 0.32019704433497537, train_loss: 1.4288372993469238, val_loss: 1.4225828001651857 (11 / 100)
train_acc: 0.3868974042027194, val_acc: 0.4236453201970443, train_loss: 1.4052453142750838, val_loss: 1.3485883268816719 (12 / 100)
train_acc: 0.38936959208899874, val_acc: 0.41379310344827586, train_loss: 1.4082907924546004, val_loss: 1.2692552053282413 (13 / 100)
train_acc: 0.411619283065513, val_acc: 0.42857142857142855, train_loss: 1.3533162401692092, val_loss: 1.2390418164248538 (14 / 100)
train_acc: 0.4103831891223733, val_acc: 0.4433497536945813, train_loss: 1.3343707852074773, val_loss: 1.2401952899148312 (15 / 100)
train_acc: 0.415327564894932, val_acc: 0.45320197044334976, train_loss: 1.3196533386433227, val_loss: 1.2344765445868957 (16 / 100)
train_acc: 0.45241038318912236, val_acc: 0.47783251231527096, train_loss: 1.2967411711425216, val_loss: 1.2557896425571349 (17 / 100)
train_acc: 0.4289245982694685, val_acc: 0.46798029556650245, train_loss: 1.2800610389638742, val_loss: 1.2108606840002125 (18 / 100)
train_acc: 0.43510506798516685, val_acc: 0.45320197044334976, train_loss: 1.2829332049609115, val_loss: 1.225726882225187 (19 / 100)
train_acc: 0.4647713226205192, val_acc: 0.4482758620689655, train_loss: 1.2295547601466421, val_loss: 1.2177591502960092 (20 / 100)
train_acc: 0.47713226205191595, val_acc: 0.45320197044334976, train_loss: 1.2179310379275874, val_loss: 1.225509432149051 (21 / 100)
train_acc: 0.4969097651421508, val_acc: 0.4630541871921182, train_loss: 1.180070999820978, val_loss: 1.2201068533465194 (22 / 100)
train_acc: 0.48825710754017304, val_acc: 0.42857142857142855, train_loss: 1.1788570870575121, val_loss: 1.3806485589501893 (23 / 100)
train_acc: 0.5327564894932015, val_acc: 0.4876847290640394, train_loss: 1.1367650541887884, val_loss: 1.164321536207434 (24 / 100)
train_acc: 0.5030902348578492, val_acc: 0.4630541871921182, train_loss: 1.1849849980015985, val_loss: 1.1783427111620974 (25 / 100)
train_acc: 0.5142150803461063, val_acc: 0.5073891625615764, train_loss: 1.1331071894896783, val_loss: 1.302083589173303 (26 / 100)
train_acc: 0.5710754017305315, val_acc: 0.5320197044334976, train_loss: 1.0780108476009298, val_loss: 1.0784663284940672 (27 / 100)
train_acc: 0.5587144622991347, val_acc: 0.45320197044334976, train_loss: 1.034307350481691, val_loss: 1.217477428208431 (28 / 100)
train_acc: 0.5451174289245982, val_acc: 0.5024630541871922, train_loss: 1.097415424247902, val_loss: 1.1569304408991865 (29 / 100)
train_acc: 0.5995055624227441, val_acc: 0.5073891625615764, train_loss: 0.9839347764499697, val_loss: 1.3014758453874165 (30 / 100)
train_acc: 0.6168108776266996, val_acc: 0.5172413793103449, train_loss: 0.9415264088379586, val_loss: 1.2713928856139112 (31 / 100)
train_acc: 0.6242274412855378, val_acc: 0.5812807881773399, train_loss: 0.9392363851238388, val_loss: 1.0496468693752008 (32 / 100)
train_acc: 0.6131025957972805, val_acc: 0.5566502463054187, train_loss: 0.9023256870665862, val_loss: 1.046317466961339 (33 / 100)
train_acc: 0.6600741656365884, val_acc: 0.5566502463054187, train_loss: 0.8505060386893482, val_loss: 0.9993808568992051 (34 / 100)
train_acc: 0.6835599505562423, val_acc: 0.5911330049261084, train_loss: 0.8165020176447808, val_loss: 1.039066458570546 (35 / 100)
train_acc: 0.6983930778739185, val_acc: 0.5763546798029556, train_loss: 0.7369238183878556, val_loss: 1.0009663210713804 (36 / 100)
train_acc: 0.723114956736712, val_acc: 0.5517241379310345, train_loss: 0.7077591345543031, val_loss: 1.348135481327038 (37 / 100)
train_acc: 0.7021013597033374, val_acc: 0.5369458128078818, train_loss: 0.749274175747658, val_loss: 1.1806703976222448 (38 / 100)
train_acc: 0.7589616810877626, val_acc: 0.5665024630541872, train_loss: 0.655102094849491, val_loss: 1.052058171756162 (39 / 100)
train_acc: 0.7849196538936959, val_acc: 0.5566502463054187, train_loss: 0.5810171208069262, val_loss: 1.4067580889304871 (40 / 100)
train_acc: 0.8046971569839307, val_acc: 0.6206896551724138, train_loss: 0.49984773304612734, val_loss: 1.0037392051936371 (41 / 100)
train_acc: 0.8071693448702101, val_acc: 0.625615763546798, train_loss: 0.4967429995978866, val_loss: 1.078432423140615 (42 / 100)
overfit -> train_accuracy 0.8158220024721878, val_accuracy 0.5517241379310345
lr 0.0009581247587444257, batch 8, decay 4.2121734739193815e-05, gamma 0.09029836928703246, val accuracy 0.625615763546798, val loss 1.078432423140615 [5 / 50]
-------------------------------------
{'lr': 0.0026015030607287972, 'batch_size': 8, 'weight_decay': 7.625366955300806e-06, 'gamma': 0.006894270697580138}
train_acc: 0.17799752781211373, val_acc: 0.18226600985221675, train_loss: 1.7747868103503592, val_loss: 1.765917347569771 (1 / 100)
train_acc: 0.2138442521631644, val_acc: 0.3054187192118227, train_loss: 1.7527495411918839, val_loss: 1.7203814272810085 (2 / 100)
train_acc: 0.25339925834363414, val_acc: 0.33004926108374383, train_loss: 1.7085796401586166, val_loss: 1.5774775038799043 (3 / 100)
train_acc: 0.2892459826946848, val_acc: 0.3251231527093596, train_loss: 1.664642832040492, val_loss: 1.6120272798491229 (4 / 100)
train_acc: 0.32756489493201485, val_acc: 0.3103448275862069, train_loss: 1.5845020722105123, val_loss: 1.5346746615001134 (5 / 100)
train_acc: 0.33868974042027195, val_acc: 0.27586206896551724, train_loss: 1.5496551062179584, val_loss: 1.4805923565267929 (6 / 100)
train_acc: 0.34487021013597036, val_acc: 0.3251231527093596, train_loss: 1.5257905292864635, val_loss: 1.5034069386609081 (7 / 100)
train_acc: 0.3189122373300371, val_acc: 0.4088669950738916, train_loss: 1.5132368462636827, val_loss: 1.4581744001416737 (8 / 100)
train_acc: 0.3658838071693449, val_acc: 0.4236453201970443, train_loss: 1.4384231540859114, val_loss: 1.3574621366162605 (9 / 100)
train_acc: 0.37330037082818296, val_acc: 0.35960591133004927, train_loss: 1.413978977462712, val_loss: 1.490740223764786 (10 / 100)
train_acc: 0.4054388133498146, val_acc: 0.43349753694581283, train_loss: 1.3772712803004845, val_loss: 1.2521829141184615 (11 / 100)
train_acc: 0.3794808405438813, val_acc: 0.3842364532019704, train_loss: 1.3840711791671545, val_loss: 1.3351161791186028 (12 / 100)
